Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Nesshan,crossover,4,2002,"74,511 SAR",2002,"58,555 SAR",1243,16.92,4WD,standard,Madinah,4,1,Black,individual,1
Masda,crossover,4,1999,,2005,"26,264 SAR",242086,13.08,2WD,standard,Riyadh,4,2,Red,company,0
Honta,sedan,8,2005,"65,893 SAR",2009,"40,820 SAR",50385,10.96,4WD,standard,Dammam,3,3,Black,individual,0
Fourd,sedan,8,2006,"78,413 SAR",2014,"21,230 SAR",330944,3.66,2WD,standard,Madinah,2,-2,Gray Color,individual,0
Geep,suv,4,1994,,2000,"35,781 SAR",222221,7.95,2WD,STANDARD,Dhahran,6,4,Black,individual,0
Masda,crossover,4,1993,,1998,"28,014 SAR",176981,19.04,2WD,standard,Dhahran,5,2,Red,individual,1
JournalMotors,sedan,8,2005,"76,875 SAR",2014,"19,718 SAR",59816,4059.9999999999995mpl,2WD,standard,Jeddah,4,-3,Gray,individual,0
Fourd,crossover,4,2004,"90,442 SAR",2010,"36,730 SAR",197191,6310.0mpl,2WD,standard,Jeddah,9,2,Color Black,individual,0
Nesshan,suv,6,2008,"87,408 SAR",2012,"48,734 SAR",37643,8.66,2WD,standard,Dammam,5,-3,Color Black,individual,0
Geep,sedan,4,1993,,1995,"50,318 SAR",36593,8.7,2WD,premium,Madinah,10,4,Black,company,0
Nesshan,sedan,4,2009,,2013,"34,630 SAR",161505,20.57,2WD,standard,Makkah,4,-3,Black,individual,0
Honta,crossover,4,2000,"59,681 SAR",2008,"19,645 SAR",92339,15.64,2WD,standard,Jeddah,1,4,Gray Color,individual,0
Shevy,suv,4,1996,"115,787 SAR",2001,"54,052 SAR",95951,4.07,4WD,standard,Madinah,5,1,Color Black,company,1
JournalMotors,suv,6,1997,,2005,"33,575 SAR",160630,4950.0mpl,4WD,STANDARD,Dhahran,1,4,Black,individual,1
Shevy,crossover,4,2004,"90,442 SAR",2011,"36,730 SAR",147839,6410.0mpl,2WD,standard,Makkah,8,4,Gray,individual,0
Honta,crossover,6,2001,"60,875 SAR",2003,"41,994 SAR",36330,13450.0mpl,2WD,standard,Riyadh,4,2,Red Color,individual,0
Toyoda,crossover,4,2003,"76,001 SAR",2010,"45,426 SAR",151063,16.2,2WD,standard,Dhahran,6,3,Gray Color,individual,1
JournalMotors,sedan,4,2003,"124,136 SAR",2008,"55,052 SAR",216444,8.08,4WD,premium,Dammam,6,2,White,individual,1
BeEmW,sedan,8,1998,"80,310 SAR",2001,"43,052 SAR",51159,6.21,4WD,standard,Makkah,5,4,Blue,company,0
Geep,sedan,4,2003,,2006,"46,329 SAR",23084,11.09,2WD,STANDARD,Dammam,3,-3,Silver,individual,0
Toyoda,suv,4,1998,,2001,"58,778 SAR",26017,7.57,2WD,STANDARD,Riyadh,14,2,Black,individual,0
JournalMotors,suv,4,2003,"110,836 SAR",2006,"66,019 SAR",129138,4420.0mpl,2WD,standard,Dammam,1,-2,Red Color,individual,0
Toyoda,crossover,4,1991,,1993,"49,681 SAR",20448,15.72,2WD,standard,Madinah,11,4,Gray Color,individual,1
Nesshan,crossover,4,2005,"65,893 SAR",2010,"39,575 SAR",118617,20.13,2WD,standard,Jeddah,3,3,White,company,0
Nesshan,crossover,4,1993,,1999,"27,004 SAR",44566,16860.0mpl,2WD,standard,Riyadh,8,-2,Gray,individual,0
JournalMotors,sedan,4,2002,"72,441 SAR",2006,"40,603 SAR",43018,6.9,2WD,standard,Makkah,3,2,Silver Color,individual,0
JournalMotors,sedan,8,2007,"95,978 SAR",2013,"38,979 SAR",260988,3360.0mpl,4WD,STANDARD,Dhahran,5,3,Blue,company,0
Fourd,suv,8,1998,,2001,"75,342 SAR",127950,3250.0mpl,2WD,PREMIUM,Dammam,4,3,White,individual,0
Shevy,sedan,4,1996,"77,191 SAR",2001,"34,233 SAR",172844,5.67,4WD,standard,Makkah,6,-2,White,individual,1
JournalMotors,sedan,8,2002,,2004,"42,953 SAR",96226,3.69,2WD,STANDARD,Dammam,6,2,White Color,individual,0
JournalMotors,suv,4,1999,,2004,"43,248 SAR",219592,5.07,2WD,standard,Riyadh,5,1,Black,company,0
BeEmW,sedan,4,2000,"69,628 SAR",2005,"29,408 SAR",180742,4.76,2WD,standard,Jeddah,10,2,Black,individual,0
Huendae,suv,8,1995,,1999,"60,126 SAR",182585,6.07,4WD,premium,Madinah,10,-2,White,individual,0
JournalMotors,crossover,6,1995,"105,949 SAR",2000,"44,749 SAR",202823,5710.0mpl,2WD,premium,Makkah,4,1,Color Black,individual,0
Shevy,sedan,4,2004,"75,368 SAR",2009,"31,833 SAR",200914,8.54,2WD,standard,Madinah,11,2,Gray,individual,0
Geep,suv,4,2002,"108,662 SAR",2008,"44,130 SAR",114537,6.68,2WD,STANDARD,Dhahran,4,-5,Color Black,individual,0
Shevy,suv,6,1998,,2003,"49,467 SAR",63005,2870.0mpl,2WD,standard,Dammam,1,4,Black,company,1
Nesshan,sedan,4,2000,"59,681 SAR",2004,"32,942 SAR",211426,22.45,4WD,STANDARD,Makkah,4,1,Gray,company,0
Shevy,suv,4,1997,,2000,"52,760 SAR",59567,4.54,2WD,STANDARD,Makkah,12,4,Color Blue,company,0
Fourd,suv,8,1999,"143,353 SAR",2007,"34,931 SAR",290201,3020.0mpl,2WD,premium,Riyadh,12,-2,Color Blue,individual,0
Toyoda,suv,4,1998,,2003,"46,309 SAR",64989,11.75,2WD,standard,Madinah,6,2,White,individual,0
JournalMotors,suv,4,2001,,2005,"61,263 SAR",158061,3120.0mpl,4WD,standard,Madinah,8,2,Silver,individual,0
JournalMotors,crossover,6,2004,"126,619 SAR",2009,"50,665 SAR",252262,4.21,2WD,PREMIUM,Dhahran,8,3,White,company,0
Nesshan,suv,6,2000,"74,602 SAR",2003,"49,114 SAR",67556,13150.0mpl,2WD,STANDARD,Riyadh,3,4,Silver,individual,0
Toyoda,sedan,4,2006,"80,653 SAR",2013,"45,911 SAR",155087,20.4,4WD,STANDARD,Madinah,7,1,Gray Color,individual,0
JournalMotors,suv,4,2002,"152,128 SAR",2006,"85,267 SAR",56679,7.22,2WD,premium,Dhahran,2,2,Blue,individual,0
Fourd,sedan,4,2001,,2003,"44,327 SAR",33464,5620.0mpl,2WD,STANDARD,Dhahran,8,2,Red Color,individual,0
Fourd,sedan,4,2002,"72,441 SAR",2008,"29,420 SAR",282346,6.54,2WD,STANDARD,Dhahran,6,-3,White,company,0
Shevy,sedan,4,1999,"81,916 SAR",2003,"43,618 SAR",178966,6780.0mpl,4WD,standard,Madinah,1,3,Blue,individual,0
JournalMotors,sedan,4,2007,"79,981 SAR",2013,"35,901 SAR",112263,6.06,2WD,standard,Makkah,7,3,Black,company,1
Honta,suv,8,2000,"74,602 SAR",2005,"36,659 SAR",90514,9.12,2WD,standard,Makkah,4,1,Black,individual,0
Wolksvagon,suv,4,1992,,1999,"41,736 SAR",268042,7.64,2WD,standard,Dhahran,2,2,Silver,individual,0
Toyoda,sedan,4,1998,"80,310 SAR",2007,"27,706 SAR",110401,9480.0mpl,2WD,premium,Makkah,1,2,Gray,individual,0
JournalMotors,suv,4,1995,"94,597 SAR",2002,"40,440 SAR",94164,7010.0mpl,2WD,standard,Dammam,5,1,Silver,individual,0
Huendae,sedan,4,2000,"69,628 SAR",2001,"55,007 SAR",36909,16.82,2WD,premium,Madinah,7,-3,Blue,company,0
Shevy,sedan,8,2002,"72,441 SAR",2003,"49,549 SAR",6626,5.42,2WD,standard,Dhahran,6,2,Red,individual,0
Shevy,suv,4,2003,"155,170 SAR",2008,"76,653 SAR",112962,6010.0mpl,2WD,premium,Makkah,3,2,Silver Color,individual,0
Fourd,sedan,6,2008,"114,213 SAR",2012,"60,495 SAR",44454,4.79,2WD,premium,Makkah,6,2,Color Black,individual,1
Toyoda,suv,6,1993,"93,522 SAR",1998,"50,333 SAR",50339,7.38,4WD,standard,Dhahran,7,2,Brown,individual,0
Shevy,suv,6,1995,"113,517 SAR",2001,"48,528 SAR",122992,3.53,4WD,standard,Dhahran,8,-3,Black,individual,0
JournalMotors,suv,6,2003,"110,836 SAR",2005,"76,864 SAR",39633,4480.0mpl,2WD,standard,Jeddah,3,2,Color Black,company,0
Geep,sedan,4,2002,"72,441 SAR",2004,"42,953 SAR",90633,13.75,2WD,standard,Dammam,6,2,Black,individual,0
JournalMotors,sedan,4,2002,"121,702 SAR",2005,"76,307 SAR",29104,10.75,4WD,premium,Jeddah,1,2,Color Black,individual,0
Masda,crossover,6,2005,,2007,"47,729 SAR",44633,11.76,2WD,standard,Jeddah,8,2,White,individual,1
Toyoda,suv,6,2000,,2001,"98,585 SAR",32762,9.41,4WD,standard,Madinah,0,2,Black,individual,1
Fourd,suv,4,2003,"110,836 SAR",2009,"50,014 SAR",215870,4.07,2WD,standard,Jeddah,1,1,Black,individual,0
Fourd,crossover,4,2006,,2009,"94,160 SAR",97706,6340.0mpl,4WD,PREMIUM,Dhahran,3,-2,White Color,individual,0
JournalMotors,sedan,4,2007,"79,981 SAR",2011,"42,587 SAR",194065,8.85,2WD,standard,Jeddah,3,2,Silver Color,company,0
Fourd,suv,4,2002,,2008,"44,130 SAR",230667,6340.0mpl,2WD,standard,Dammam,5,1,White,individual,0
Fourd,suv,4,2008,,2016,"37,571 SAR",367095,6050.0mpl,4WD,standard,Dammam,10,2,White Color,individual,1
BeEmW,suv,4,2001,"127,838 SAR",2006,"53,994 SAR",227579,5.43,4WD,standard,Madinah,9,-5,White Color,individual,0
Nesshan,suv,4,2001,"91,313 SAR",2010,"28,475 SAR",214741,15.49,4WD,STANDARD,Makkah,6,1,Black,individual,0
Shevy,sedan,4,2003,"73,890 SAR",2005,"43,812 SAR",83074,10.53,2WD,standard,Makkah,6,2,Gray Color,company,0
BeEmW,crossover,6,2002,"86,930 SAR",2009,"41,188 SAR",289235,4880.0mpl,2WD,standard,Jeddah,1,-5,Gray Color,company,1
Fourd,sedan,4,1995,,2000,"41,216 SAR",109419,6.22,2WD,premium,Dammam,6,-2,White Color,company,1
JournalMotors,suv,4,2000,,2007,"46,881 SAR",41891,6.87,2WD,standard,Jeddah,7,2,Silver,individual,1
Huendae,crossover,6,2001,"60,875 SAR",2006,"33,237 SAR",96936,14560.0mpl,2WD,STANDARD,Madinah,3,1,Black,individual,0
Shevy,sedan,4,2002,"72,441 SAR",2006,"36,542 SAR",75042,10.05,2WD,STANDARD,Riyadh,6,3,Gray,individual,0
JournalMotors,sedan,6,2004,"75,368 SAR",2008,"39,920 SAR",55080,7.3,2WD,STANDARD,Dammam,4,-5,Gray,individual,1
JournalMotors,crossover,4,1999,"114,682 SAR",2003,"54,958 SAR",153893,7860.0mpl,2WD,premium,Dhahran,10,2,Blue,individual,0
Nesshan,sedan,4,1998,"57,364 SAR",2004,"28,324 SAR",251428,17.92,4WD,STANDARD,Riyadh,6,2,White,individual,0
Toyoda,sedan,4,2000,,2005,"65,954 SAR",96368,19.16,4WD,premium,Madinah,2,2,White,company,0
Fourd,sedan,4,1996,"90,056 SAR",2004,"23,041 SAR",345316,7.33,2WD,premium,Riyadh,7,2,Gray Color,individual,1
Toyoda,suv,4,2005,"98,840 SAR",2006,"86,386 SAR",40788,12.05,2WD,standard,Makkah,1,2,Blue,individual,0
Toyoda,sedan,4,2004,,2010,"36,774 SAR",39005,19.2,2WD,standard,Madinah,10,-2,Blue,individual,0
JournalMotors,suv,4,2004,"113,052 SAR",2013,"27,547 SAR",417195,8390.0mpl,2WD,standard,Dhahran,14,3,White,individual,0
JournalMotors,sedan,4,2001,"99,430 SAR",2008,"47,229 SAR",71778,12.25,2WD,premium,Dhahran,3,-2,Gray,individual,0
Toyoda,sedan,4,1993,,1996,"35,491 SAR",28737,14380.0mpl,2WD,standard,Riyadh,5,2,White,individual,0
Masda,sedan,4,2001,,2005,"28,283 SAR",87394,11350.0mpl,2WD,STANDARD,Dhahran,9,3,White Color,company,0
Toyoda,sedan,4,2007,"68,555 SAR",2009,"56,976 SAR",41981,16700.0mpl,2WD,STANDARD,Dhahran,8,1,White,individual,0
Fourd,suv,4,1999,"102,395 SAR",2005,"43,773 SAR",98573,4.16,2WD,standard,Jeddah,5,1,Black,individual,0
Fourd,crossover,4,2006,"94,096 SAR",2010,"49,840 SAR",70013,7090.0mpl,2WD,STANDARD,Riyadh,12,-2,Gray,individual,1
Fourd,suv,6,2007,"119,972 SAR",2009,"87,360 SAR",18955,4.62,2WD,standard,Jeddah,3,3,White,individual,1
Nesshan,suv,4,2007,"85,694 SAR",2009,"61,776 SAR",66135,18910.0mpl,2WD,standard,Dammam,4,3,Black,individual,0
Fourd,suv,4,2004,"158,274 SAR",2011,"71,242 SAR",268972,7.95,2WD,PREMIUM,Riyadh,3,4,Color Black,individual,1
Huendae,crossover,6,1992,,1998,"24,007 SAR",288831,13.14,2WD,standard,Riyadh,10,3,White,individual,1
Fourd,sedan,4,2001,"99,430 SAR",2006,"41,996 SAR",67310,6.82,2WD,PREMIUM,Dhahran,4,4,White Color,company,0
Geep,suv,4,2001,,2009,"28,691 SAR",174188,6.38,2WD,standard,Riyadh,9,2,Blue,company,1
Huendae,sedan,6,2002,"62,093 SAR",2005,"40,470 SAR",140713,21.09,4WD,standard,Dhahran,10,2,Blue,company,0
Fourd,sedan,4,2005,,2008,"52,057 SAR",65511,12.44,4WD,standard,Riyadh,4,3,Gray Color,individual,0
Mercetes,suv,4,1994,"129,839 SAR",1998,"65,497 SAR",76738,4.0,2WD,premium,Dammam,8,-3,Black,individual,0
Toyoda,sedan,8,1998,,2000,"41,174 SAR",76519,7.04,2WD,standard,Dammam,8,-2,Silver Color,individual,0
Toyoda,suv,6,2000,,2005,"70,826 SAR",97585,11.45,2WD,premium,Madinah,8,-3,Blue,individual,1
Fourd,suv,6,2003,"155,170 SAR",2005,"101,691 SAR",24704,4.42,2WD,PREMIUM,Jeddah,9,1,Black,individual,1
Shevy,crossover,4,1999,"81,916 SAR",2007,"22,062 SAR",145474,7440.0mpl,2WD,standard,Jeddah,5,3,White,individual,1
Huendae,crossover,8,2005,"65,893 SAR",2010,"30,683 SAR",164500,9.03,2WD,standard,Riyadh,7,4,Red,individual,1
Masda,sedan,4,2007,"68,555 SAR",2007,"46,528 SAR",1418,13.4,4WD,standard,Jeddah,9,4,Red Color,individual,1
Fourd,suv,4,1999,"102,395 SAR",2003,"60,262 SAR",44070,8119.999999999999mpl,2WD,STANDARD,Riyadh,3,3,Blue,individual,1
Honta,sedan,4,2003,"63,334 SAR",2012,"19,750 SAR",95169,15.86,4WD,standard,Madinah,5,1,Silver,individual,0
Toyoda,suv,8,2002,,2005,"72,530 SAR",55194,5970.0mpl,4WD,standard,Riyadh,9,4,White,individual,0
Shevy,sedan,4,2001,,2005,"37,816 SAR",167848,11.9,2WD,STANDARD,Madinah,3,-5,Silver,individual,0
Huendae,crossover,6,2001,,2007,"27,325 SAR",260526,14.7,2WD,STANDARD,Makkah,11,2,Black,individual,0
Shevy,crossover,4,1999,,2003,"45,913 SAR",86513,5.64,2WD,STANDARD,Madinah,3,1,Silver,individual,0
Shevy,sedan,8,1998,"93,695 SAR",2002,"47,264 SAR",65739,5.23,2WD,premium,Makkah,4,-5,Black,individual,0
Shevy,suv,8,2007,,2016,"34,192 SAR",177761,2650.0mpl,2WD,standard,Riyadh,2,1,Red,individual,0
Huendae,crossover,6,2004,"64,601 SAR",2005,"53,587 SAR",11420,17.0,2WD,standard,Dhahran,4,-5,Silver,company,1
Fourd,suv,6,1998,"140,542 SAR",2003,"59,360 SAR",47272,4.46,2WD,premium,Dhahran,5,-3,Gray,individual,0
Toyoda,suv,4,2004,,2005,"80,234 SAR",21625,13910.0mpl,2WD,standard,Madinah,8,-2,Blue,individual,0
Shevy,sedan,4,2004,"75,368 SAR",2009,"33,508 SAR",101319,6.25,2WD,standard,Makkah,10,2,White,individual,0
Shevy,crossover,6,2003,"124,136 SAR",2011,"33,432 SAR",168173,4.59,2WD,premium,Riyadh,10,1,White,individual,1
Toyoda,sedan,4,2004,"77,522 SAR",2005,"74,137 SAR",20500,18.91,4WD,standard,Jeddah,13,2,Brown,individual,1
Honta,suv,4,2005,"98,840 SAR",2006,"78,874 SAR",34728,10.68,4WD,standard,Riyadh,3,1,Black,individual,0
Nesshan,sedan,4,2000,"69,628 SAR",2006,"36,189 SAR",73850,24.32,2WD,premium,Riyadh,13,-5,White,individual,0
Toyoda,suv,4,2005,"166,052 SAR",2010,"94,334 SAR",66738,10.26,4WD,premium,Dammam,3,4,Black,company,0
Honta,sedan,4,1999,"48,759 SAR",2004,"29,284 SAR",107500,23.56,2WD,standard,Dammam,2,2,Color Black,company,0
JournalMotors,crossover,4,2003,,2006,"66,714 SAR",67301,8.68,4WD,standard,Dammam,0,2,Gray Color,individual,0
Mercetes,suv,4,2006,"141,144 SAR",2009,"79,647 SAR",68111,5.16,4WD,standard,Dhahran,9,1,Black,company,0
Honta,suv,4,2008,,2013,"38,764 SAR",194011,10.68,2WD,standard,Riyadh,6,4,White,individual,0
Huendae,crossover,4,2005,"65,893 SAR",2008,"45,207 SAR",26591,15.18,2WD,standard,Riyadh,6,2,Silver,individual,0
Toyoda,suv,4,2001,,2006,"49,281 SAR",182191,12760.0mpl,2WD,STANDARD,Dammam,2,-3,Silver,company,0
JournalMotors,suv,4,2003,"110,836 SAR",2009,"50,014 SAR",236422,2.94,2WD,standard,Riyadh,2,2,Blue,individual,0
Shevy,crossover,6,2003,,2005,"55,342 SAR",20848,4.19,2WD,standard,Makkah,5,2,Blue,individual,0
JournalMotors,suv,4,2008,"122,372 SAR",2012,"65,160 SAR",171813,7.09,2WD,STANDARD,Dammam,2,1,Silver Color,company,0
Fourd,sedan,4,2006,,2009,"61,947 SAR",63341,6.99,2WD,premium,Jeddah,10,2,Blue,individual,0
Shevy,sedan,4,2005,,2005,"66,254 SAR",1216,12.52,2WD,premium,Dammam,4,-3,Color Black,individual,0
Shevy,sedan,8,2004,"90,442 SAR",2006,"53,626 SAR",81909,4.81,4WD,standard,Dhahran,5,3,Black,individual,0
Huendae,crossover,6,2001,"60,875 SAR",2003,"41,994 SAR",21508,12790.0mpl,2WD,STANDARD,Madinah,4,1,White,individual,0
Toyoda,sedan,4,2005,"65,893 SAR",2012,"37,509 SAR",112889,16.07,2WD,standard,Riyadh,8,-3,Color Blue,company,0
JournalMotors,sedan,4,2005,"107,626 SAR",2011,"46,010 SAR",70454,8140.000000000001mpl,2WD,premium,Riyadh,9,2,Blue,individual,0
Shevy,sedan,4,2000,,2005,"37,148 SAR",104197,12.89,4WD,standard,Madinah,5,-3,Silver,individual,0
Shevy,suv,4,2006,"117,620 SAR",2013,"58,662 SAR",151324,5.86,2WD,standard,Makkah,1,2,Color Blue,individual,1
Huendae,sedan,8,1998,"47,803 SAR",2001,"28,323 SAR",128706,12.7,2WD,standard,Jeddah,7,-5,Silver Color,individual,0
Nesshan,suv,4,2006,"141,144 SAR",2012,"66,690 SAR",134972,12.65,4WD,PREMIUM,Dammam,6,3,White,individual,0
Toyoda,sedan,6,2007,"68,555 SAR",2009,"59,825 SAR",38490,17810.0mpl,2WD,standard,Jeddah,9,3,White,company,1
Shevy,sedan,4,2000,,2003,"43,656 SAR",53170,4550.0mpl,2WD,standard,Dammam,2,3,Silver,company,0
Nesshan,sedan,8,2003,,2006,"36,484 SAR",126891,12.97,2WD,standard,Jeddah,3,2,White,individual,1
Nesshan,suv,4,2004,"96,902 SAR",2005,"69,595 SAR",47302,14.27,4WD,STANDARD,Dhahran,9,2,Color Blue,individual,0
Fourd,sedan,8,2004,,2010,"30,608 SAR",268940,5430.0mpl,2WD,standard,Makkah,7,2,White,individual,0
Huendae,suv,4,2000,,2009,"21,149 SAR",162930,10690.0mpl,2WD,standard,Jeddah,4,1,Gray Color,individual,0
Toyoda,sedan,4,1996,,2002,"29,959 SAR",41266,12.27,2WD,standard,Makkah,5,1,Red Color,individual,1
Toyoda,suv,6,2007,"123,400 SAR",2008,"113,527 SAR",9977,11.92,4WD,STANDARD,Jeddah,3,-2,Silver Color,individual,0
JournalMotors,crossover,4,1994,"74,194 SAR",1997,"46,519 SAR",60203,6.9,2WD,standard,Riyadh,3,-5,Gray,company,0
Nesshan,suv,4,2008,"87,408 SAR",2012,"46,297 SAR",143419,13.38,2WD,standard,Riyadh,5,1,Color Blue,individual,0
Shevy,suv,6,2004,"113,052 SAR",2009,"50,137 SAR",101660,2.54,2WD,standard,Makkah,4,4,Black,company,1
Mercetes,sedan,4,2001,"71,021 SAR",2005,"37,617 SAR",71174,7240.0mpl,2WD,STANDARD,Madinah,4,2,Black,company,1
Toyoda,suv,4,2000,"125,332 SAR",2003,"85,614 SAR",72379,10.49,2WD,PREMIUM,Makkah,10,-5,Black,individual,0
JournalMotors,sedan,4,2003,"103,447 SAR",2011,"27,860 SAR",90460,12.01,2WD,premium,Riyadh,7,2,Silver,individual,1
Fourd,suv,4,2005,,2010,"61,521 SAR",92939,7.21,4WD,STANDARD,Dhahran,6,-3,Silver,individual,0
BeEmW,suv,4,2001,,2005,"61,263 SAR",173667,3.45,4WD,standard,Riyadh,8,-5,White Color,individual,0
Toyoda,sedan,6,2001,"102,271 SAR",2003,"90,149 SAR",23787,11.31,4WD,PREMIUM,Dhahran,3,-3,Red,individual,1
Masda,sedan,8,2003,"52,779 SAR",2008,"23,342 SAR",257125,12.41,2WD,standard,Madinah,7,2,Blue,individual,0
Nesshan,suv,8,1998,"71,705 SAR",2003,"35,235 SAR",93398,8070.0mpl,2WD,STANDARD,Jeddah,8,2,White Color,individual,0
BeEmW,crossover,4,2002,"86,930 SAR",2006,"48,724 SAR",69576,8430.0mpl,2WD,standard,Makkah,2,1,Silver,individual,0
Toyoda,suv,4,1998,"103,255 SAR",2002,"63,052 SAR",37654,11640.0mpl,4WD,STANDARD,Madinah,4,-2,Silver,individual,0
Masda,suv,4,2001,"76,094 SAR",2009,"21,572 SAR",409878,6.88,2WD,STANDARD,Makkah,1,-2,White,individual,0
Shevy,sedan,4,2000,"69,628 SAR",2003,"35,361 SAR",151217,3.61,2WD,standard,Riyadh,9,1,Black,individual,0
Honta,crossover,4,2006,"67,211 SAR",2014,"20,907 SAR",309792,19.75,2WD,standard,Riyadh,7,-3,Gray Color,individual,1
Toyoda,sedan,4,2006,"67,211 SAR",2009,"50,503 SAR",23627,15720.0mpl,2WD,standard,Riyadh,9,1,Color Blue,individual,0
Honta,crossover,4,2000,"83,554 SAR",2006,"43,427 SAR",128869,22460.0mpl,2WD,premium,Jeddah,4,2,Black,individual,0
Huendae,suv,6,2009,"89,156 SAR",2011,"64,579 SAR",43015,13.47,2WD,standard,Riyadh,12,3,Black,individual,1
BeEmW,sedan,6,2003,"73,890 SAR",2008,"36,501 SAR",44167,6.19,2WD,standard,Makkah,3,2,Gray,company,0
Masda,sedan,4,1998,"57,364 SAR",2000,"39,473 SAR",92302,14.87,4WD,standard,Dammam,6,-2,Black,individual,1
Shevy,crossover,4,2003,"106,402 SAR",2005,"63,090 SAR",68678,7.72,4WD,STANDARD,Riyadh,5,2,Silver,individual,0
Honta,suv,8,2005,,2012,"44,133 SAR",351072,5.58,4WD,standard,Dammam,7,-2,White,company,1
Shevy,suv,4,2008,"122,372 SAR",2012,"58,644 SAR",135284,8640.0mpl,2WD,STANDARD,Riyadh,7,3,Silver,individual,0
Toyoda,suv,4,1996,"82,705 SAR",1999,"56,495 SAR",59042,8.13,2WD,standard,Riyadh,8,1,Color Blue,individual,0
Huendae,suv,4,2007,"102,833 SAR",2011,"63,545 SAR",73810,8.37,4WD,standard,Makkah,1,4,Silver,company,1
Honta,suv,4,2000,"74,602 SAR",2004,"41,490 SAR",172717,13380.0mpl,2WD,STANDARD,Madinah,5,2,Red,individual,1
Masda,suv,4,2000,"74,602 SAR",2006,"37,011 SAR",46152,14270.0mpl,2WD,STANDARD,Makkah,4,1,Black,individual,1
JournalMotors,sedan,4,1995,,2000,"33,646 SAR",113828,5.22,4WD,standard,Riyadh,6,-3,Silver,individual,0
Toyoda,suv,8,2008,,2012,"85,187 SAR",156649,6690.0mpl,2WD,premium,Dhahran,4,1,Gray,individual,0
Honta,suv,4,1998,"71,705 SAR",2003,"35,235 SAR",46397,9.09,2WD,STANDARD,Dhahran,4,2,White,individual,0
Masda,suv,8,1994,,2000,"35,682 SAR",251328,6680.0mpl,4WD,standard,Madinah,4,2,Color Black,individual,0
Fourd,suv,4,1997,"118,103 SAR",2001,"66,196 SAR",77815,5.04,4WD,standard,Makkah,3,2,White,individual,0
Huendae,crossover,4,1994,"89,033 SAR",1996,"67,561 SAR",36731,22160.0mpl,4WD,premium,Dammam,5,-5,White,company,0
JournalMotors,crossover,4,2002,,2005,"51,507 SAR",51013,5.63,2WD,standard,Makkah,5,1,Black,company,1
Shevy,suv,8,2004,"158,274 SAR",2008,"79,841 SAR",68908,3.38,2WD,premium,Madinah,5,3,Gray Color,individual,0
Nesshan,suv,4,1999,,2002,"54,740 SAR",55515,10.06,4WD,standard,Madinah,13,3,Silver,individual,0
Huendae,sedan,4,2000,"49,734 SAR",2003,"32,414 SAR",140977,22280.0mpl,2WD,STANDARD,Makkah,13,3,Silver,individual,0
Nesshan,sedan,4,2005,"65,893 SAR",2008,"47,718 SAR",143178,24450.0mpl,4WD,standard,Madinah,2,2,Black,individual,0
Masda,suv,8,1996,,2002,"32,483 SAR",270347,5.43,2WD,standard,Dammam,10,3,Blue,individual,1
Honta,suv,4,2000,"104,443 SAR",2005,"53,889 SAR",57320,14.47,2WD,PREMIUM,Jeddah,5,-2,Gray,individual,1
Nesshan,crossover,4,2008,"117,477 SAR",2014,"61,058 SAR",142025,16.35,4WD,premium,Madinah,5,1,Silver,company,0
BeEmW,suv,4,2002,"152,128 SAR",2005,"85,845 SAR",29823,7.56,2WD,premium,Makkah,9,1,Silver,individual,0
Shevy,sedan,6,2004,"90,442 SAR",2008,"47,904 SAR",78939,4.3,4WD,standard,Jeddah,10,2,Red Color,individual,1
Toyoda,suv,6,1991,"104,872 SAR",1994,"68,056 SAR",138291,7.87,2WD,premium,Dammam,9,3,Silver,individual,0
JournalMotors,suv,6,1992,,1995,"50,176 SAR",129343,3.94,2WD,STANDARD,Madinah,8,3,Silver Color,individual,1
Toyoda,sedan,4,2006,,2010,"41,042 SAR",84410,14950.0mpl,2WD,STANDARD,Riyadh,13,3,Silver,individual,0
Masda,suv,8,2007,"85,694 SAR",2009,"59,116 SAR",26673,7800.0mpl,2WD,STANDARD,Riyadh,7,2,Silver,individual,0
JournalMotors,suv,6,1998,,2000,"87,719 SAR",31594,5.83,4WD,STANDARD,Jeddah,1,-3,Blue,individual,1
Huendae,suv,4,2000,,2005,"43,991 SAR",116118,13.56,4WD,standard,Madinah,5,-5,Red Color,individual,0
Fourd,suv,8,2006,,2013,"52,796 SAR",84764,3430.0mpl,2WD,standard,Dhahran,7,1,Silver,individual,1
Fourd,suv,4,1996,"96,489 SAR",2001,"40,754 SAR",101490,4600.0mpl,2WD,STANDARD,Dammam,11,-3,Black,individual,0
Huendae,suv,8,1997,,1998,"59,051 SAR",18380,6700.0mpl,2WD,standard,Dammam,3,3,Black,individual,0
JournalMotors,sedan,8,2002,"72,441 SAR",2006,"38,573 SAR",36224,3.29,2WD,standard,Jeddah,2,4,Brown,individual,0
Huendae,suv,4,2008,"87,408 SAR",2013,"47,724 SAR",99935,14.27,2WD,standard,Makkah,1,3,Color Black,individual,0
JournalMotors,suv,4,1999,,2002,"69,337 SAR",19932,7440.0mpl,4WD,standard,Makkah,9,2,Gray Color,individual,0
