Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Fourd,suv,4,2000,"125,332 SAR",2005,"55,722 SAR",91384,6.31,4WD,standard,Dhahran,9,2,Black,company,0
Masda,suv,6,2001,"76,094 SAR",2006,"37,392 SAR",49985,7.4,2WD,standard,Dammam,10,3,Red,individual,0
Shevy,sedan,4,2002,"72,441 SAR",2009,"30,968 SAR",147838,9.66,2WD,standard,Madinah,8,2,Red,individual,0
Honta,sedan,6,2002,"51,744 SAR",2006,"30,148 SAR",184986,18.63,2WD,standard,Dhahran,4,2,White,individual,0
JournalMotors,suv,4,2005,"115,313 SAR",2008,"72,301 SAR",57380,8.24,2WD,standard,Jeddah,3,2,Silver,company,0
Toyoda,suv,4,2002,"93,139 SAR",2004,"77,408 SAR",21294,15.79,2WD,standard,Madinah,4,2,Black,individual,0
Toyoda,crossover,4,1998,"68,837 SAR",2001,"47,022 SAR",32293,14.85,2WD,standard,Dammam,7,3,Silver,company,0
Huendae,suv,8,2000,"74,602 SAR",2005,"34,826 SAR",175092,7.8,2WD,standard,Dhahran,10,2,White,individual,0
Toyoda,suv,6,2005,"166,052 SAR",2009,"101,399 SAR",73148,7.86,4WD,premium,Riyadh,5,2,Black,individual,0
Toyoda,sedan,4,1994,"52,995 SAR",1998,"35,597 SAR",93953,19.96,2WD,standard,Madinah,6,1,White,individual,0
Masda,suv,4,1997,"84,359 SAR",2001,"47,034 SAR",26579,11.06,4WD,standard,Madinah,6,1,White,individual,0
Nesshan,sedan,4,2004,"53,834 SAR",2009,"25,131 SAR",56728,13.26,2WD,standard,Makkah,7,4,Black,individual,0
Huendae,suv,6,1993,"64,945 SAR",2001,"17,491 SAR",274547,13.32,2WD,standard,Makkah,12,1,Blue,company,0
BeEmW,crossover,4,1998,"80,310 SAR",2003,"35,705 SAR",45898,6.25,2WD,standard,Dhahran,6,1,Black,individual,0
Fourd,suv,6,1994,"111,291 SAR",1996,"69,462 SAR",39470,2.99,4WD,standard,Dhahran,7,1,Silver,company,0
Shevy,crossover,4,2003,"106,402 SAR",2005,"63,090 SAR",99289,6.21,4WD,standard,Dhahran,9,2,Silver,company,0
Nesshan,sedan,4,2001,"50,729 SAR",2001,"39,865 SAR",820,18.21,2WD,standard,Riyadh,10,3,Black,individual,1
Fourd,suv,4,2001,"106,532 SAR",2006,"47,364 SAR",35885,7.62,2WD,standard,Makkah,4,2,Black,individual,0
Nesshan,suv,4,2001,"91,313 SAR",2006,"51,826 SAR",66052,16.1,4WD,standard,Jeddah,5,3,Black,individual,1
Shevy,suv,6,2004,"135,663 SAR",2012,"36,730 SAR",138751,3.38,4WD,standard,Riyadh,0,4,White,company,0
Shevy,crossover,4,2008,"137,056 SAR",2011,"77,340 SAR",28204,7.53,2WD,premium,Riyadh,6,3,Gray,individual,0
JournalMotors,suv,4,1995,"94,597 SAR",2001,"38,418 SAR",259221,5.1,2WD,standard,Dhahran,7,2,White,individual,0
Toyoda,sedan,4,2003,"63,334 SAR",2004,"57,684 SAR",20167,17.42,2WD,standard,Riyadh,11,1,Brown,company,0
Wolksvagon,crossover,4,2000,"100,265 SAR",2004,"61,226 SAR",80211,11.11,2WD,premium,Jeddah,10,2,White,company,0
Shevy,suv,6,2007,"119,972 SAR",2014,"51,288 SAR",133880,3.0,2WD,standard,Madinah,8,1,Blue,individual,0
Fourd,sedan,4,2002,"72,441 SAR",2004,"45,214 SAR",35135,9.21,2WD,standard,Jeddah,5,3,Blue,company,0
Huendae,sedan,4,2005,"76,875 SAR",2011,"39,955 SAR",54023,24.89,2WD,premium,Makkah,7,3,Black,individual,0
Toyoda,sedan,4,2009,"71,325 SAR",2016,"45,113 SAR",71522,16.11,2WD,standard,Dhahran,2,1,Red,individual,0
JournalMotors,sedan,4,1997,"78,735 SAR",2001,"39,717 SAR",35963,6.83,4WD,standard,Madinah,5,1,Black,individual,0
JournalMotors,sedan,6,2007,"111,974 SAR",2014,"45,475 SAR",288791,3.47,2WD,premium,Jeddah,7,2,Black,individual,0
Huendae,suv,6,1995,"67,569 SAR",1998,"40,035 SAR",53895,12.11,2WD,standard,Riyadh,4,4,White,individual,0
Fourd,suv,6,1993,"90,924 SAR",1995,"59,587 SAR",33651,4.98,2WD,standard,Madinah,7,3,Gray,individual,1
Masda,crossover,4,1996,"55,136 SAR",2002,"28,946 SAR",72387,11.02,2WD,standard,Jeddah,0,2,White,individual,0
Fourd,suv,4,1994,"155,807 SAR",1999,"72,735 SAR",112429,3.53,4WD,premium,Dhahran,6,1,Gray,individual,1
Toyoda,crossover,8,2005,"94,886 SAR",2011,"49,103 SAR",74954,7.62,4WD,standard,Riyadh,4,2,Black,individual,0
Mercetes,crossover,8,2000,"100,265 SAR",2002,"62,580 SAR",17685,2.55,4WD,standard,Jeddah,10,1,Red,individual,0
Shevy,sedan,6,1994,"61,828 SAR",1998,"32,921 SAR",186790,10.24,2WD,standard,Riyadh,1,2,White,individual,0
Toyoda,suv,4,2001,"91,313 SAR",2005,"65,053 SAR",78287,13.71,2WD,standard,Jeddah,2,3,Silver,individual,1
JournalMotors,suv,4,1991,"104,872 SAR",1998,"47,074 SAR",135898,6.98,4WD,standard,Dhahran,4,3,Black,individual,1
JournalMotors,sedan,6,2004,"105,516 SAR",2010,"47,363 SAR",118049,5.07,2WD,premium,Madinah,6,1,Black,individual,1
Masda,crossover,8,1997,"56,239 SAR",2002,"26,254 SAR",234988,6.06,2WD,standard,Madinah,4,2,Gray,individual,0
Geep,suv,8,2004,"113,052 SAR",2011,"45,913 SAR",260665,4.86,2WD,standard,Riyadh,5,2,Black,individual,0
BeEmW,suv,4,2008,"205,585 SAR",2015,"92,281 SAR",74825,7.0,4WD,premium,Riyadh,8,1,White,company,1
Honta,suv,4,1999,"73,139 SAR",2002,"47,897 SAR",17611,13.45,2WD,standard,Riyadh,6,1,Black,company,1
Wolksvagon,sedan,4,1999,"70,214 SAR",2007,"21,801 SAR",145248,12.46,4WD,standard,Dammam,5,2,Gray,individual,0
Fourd,crossover,4,2004,"126,619 SAR",2007,"64,484 SAR",131192,8.57,2WD,premium,Madinah,7,4,White,individual,0
Wolksvagon,suv,6,2002,"111,767 SAR",2005,"76,348 SAR",51946,9.04,4WD,standard,Madinah,5,3,Gray,individual,0
Honta,suv,6,1998,"71,705 SAR",2003,"39,150 SAR",93747,14.2,2WD,standard,Dammam,2,3,Black,individual,0
Honta,suv,8,1996,"82,705 SAR",1998,"59,906 SAR",47342,8.78,4WD,standard,Madinah,8,1,Gray,individual,1
Toyoda,suv,4,2007,"102,833 SAR",2015,"30,333 SAR",332118,11.19,2WD,standard,Jeddah,6,1,Black,individual,0
Masda,suv,8,2004,"113,052 SAR",2008,"63,032 SAR",80902,4.35,2WD,premium,Jeddah,10,2,Blue,company,0
BeEmW,suv,4,2005,"115,313 SAR",2011,"46,831 SAR",238754,3.2,2WD,standard,Makkah,5,3,Blue,individual,0
Huendae,suv,8,1994,"79,493 SAR",2002,"23,788 SAR",294257,7.45,4WD,standard,Dhahran,3,2,Silver,company,0
Toyoda,sedan,4,2003,"76,001 SAR",2008,"40,903 SAR",49162,13.61,4WD,standard,Jeddah,11,2,Silver,individual,0
Fourd,crossover,6,2000,"83,554 SAR",2003,"49,506 SAR",161710,6.67,2WD,standard,Makkah,2,2,White,individual,1
Fourd,suv,4,1999,"102,395 SAR",2004,"41,086 SAR",211261,4.02,2WD,standard,Madinah,8,4,Silver,individual,0
Toyoda,suv,4,1999,"87,767 SAR",2006,"52,989 SAR",86480,10.13,2WD,standard,Makkah,3,3,Gray,individual,1
Fourd,crossover,4,2005,"92,251 SAR",2008,"52,057 SAR",70872,7.94,2WD,standard,Madinah,5,2,Black,individual,0
Fourd,sedan,6,2006,"78,413 SAR",2007,"53,500 SAR",46041,7.96,2WD,standard,Dhahran,5,3,Blue,individual,1
Fourd,suv,4,2001,"106,532 SAR",2006,"49,732 SAR",48986,8.79,2WD,standard,Makkah,6,1,Silver,company,1
Shevy,crossover,6,2002,"104,316 SAR",2005,"65,242 SAR",120745,2.29,4WD,standard,Dhahran,2,1,White,company,1
Toyoda,suv,8,2000,"150,398 SAR",2003,"102,736 SAR",25247,8.72,4WD,premium,Makkah,5,3,White,individual,0
Shevy,sedan,8,2001,"99,430 SAR",2006,"46,416 SAR",114043,6.05,2WD,premium,Madinah,13,3,Black,company,1
Geep,suv,6,2008,"122,372 SAR",2011,"65,601 SAR",125185,5.6,2WD,standard,Dammam,6,2,Blue,individual,0
JournalMotors,sedan,4,2006,"78,413 SAR",2007,"50,952 SAR",7648,7.36,2WD,standard,Dhahran,5,4,White,individual,0
Honta,sedan,4,2007,"57,129 SAR",2010,"41,569 SAR",39252,14.03,2WD,standard,Riyadh,2,3,Red,individual,1
JournalMotors,suv,4,2002,"108,662 SAR",2003,"74,324 SAR",19802,4.71,2WD,standard,Madinah,11,1,Gray,company,0
Toyoda,suv,4,1996,"99,246 SAR",2000,"60,604 SAR",42853,13.72,4WD,standard,Makkah,5,1,Black,individual,0
BeEmW,sedan,4,1994,"61,828 SAR",1999,"28,863 SAR",122282,4.9,2WD,standard,Jeddah,6,3,Red,individual,1
Toyoda,sedan,4,2006,"80,653 SAR",2011,"48,109 SAR",184282,12.93,4WD,standard,Jeddah,2,1,White,individual,1
Huendae,sedan,4,1994,"44,163 SAR",1997,"33,665 SAR",64313,19.78,2WD,standard,Riyadh,3,2,Gray,company,0
JournalMotors,crossover,4,2004,"90,442 SAR",2010,"38,663 SAR",63847,5.24,2WD,standard,Madinah,4,2,Red,individual,0
Honta,crossover,6,2004,"64,601 SAR",2009,"30,157 SAR",219735,12.6,2WD,standard,Makkah,4,3,Red,company,0
Toyoda,sedan,4,2004,"64,601 SAR",2012,"24,516 SAR",90792,23.63,2WD,standard,Madinah,1,1,Gray,individual,0
Wolksvagon,suv,6,2001,"127,838 SAR",2007,"62,848 SAR",239662,7.88,2WD,premium,Riyadh,8,1,Gray,individual,0
Toyoda,crossover,6,2005,"79,072 SAR",2011,"42,965 SAR",144823,12.29,2WD,standard,Riyadh,5,2,Silver,individual,1
Masda,suv,4,2002,"93,139 SAR",2009,"48,897 SAR",85122,12.55,4WD,standard,Dammam,3,2,Blue,individual,0
Honta,sedan,4,1995,"54,055 SAR",2000,"27,757 SAR",199204,23.62,4WD,standard,Madinah,7,3,Blue,individual,0
JournalMotors,sedan,4,1996,"77,191 SAR",2004,"19,799 SAR",70509,4.64,4WD,standard,Riyadh,8,2,Gray,company,0
Honta,suv,4,2005,"138,376 SAR",2009,"99,011 SAR",86253,19.71,4WD,premium,Riyadh,3,2,Gray,individual,1
Masda,crossover,4,2002,"62,093 SAR",2008,"29,338 SAR",56340,12.62,2WD,standard,Riyadh,5,2,Red,individual,0
Fourd,sedan,4,2000,"69,628 SAR",2008,"17,859 SAR",55546,7.71,2WD,standard,Madinah,4,1,White,company,0
JournalMotors,sedan,4,2000,"116,976 SAR",2001,"88,901 SAR",8095,4.15,4WD,premium,Madinah,3,2,White,individual,0
JournalMotors,crossover,4,2004,"126,619 SAR",2010,"51,423 SAR",69978,4.65,2WD,premium,Riyadh,7,4,Silver,individual,0
Toyoda,sedan,6,1997,"78,735 SAR",1999,"66,098 SAR",39686,14.17,2WD,premium,Makkah,2,2,White,individual,0
Honta,suv,4,1998,"71,705 SAR",2004,"39,132 SAR",134963,17.15,2WD,standard,Dammam,5,2,Black,individual,1
Nesshan,sedan,8,2005,"65,893 SAR",2009,"40,820 SAR",46584,12.96,4WD,standard,Makkah,3,2,Silver,company,0
Fourd,sedan,8,2001,"85,225 SAR",2007,"36,433 SAR",129439,2.25,4WD,standard,Jeddah,4,3,Red,individual,0
Honta,sedan,4,2007,"68,555 SAR",2011,"39,942 SAR",149903,22.21,4WD,standard,Riyadh,5,2,Red,individual,0
JournalMotors,sedan,4,1999,"95,569 SAR",2002,"56,925 SAR",117613,11.24,2WD,premium,Riyadh,1,3,Black,individual,0
Toyoda,sedan,4,1997,"56,239 SAR",1999,"46,740 SAR",35054,18.14,2WD,standard,Madinah,6,1,Black,individual,0
Nesshan,sedan,6,1999,"48,759 SAR",2003,"31,399 SAR",88194,19.03,2WD,standard,Makkah,4,2,Blue,individual,1
Huendae,suv,8,1991,"62,424 SAR",1994,"41,096 SAR",100843,8.79,2WD,standard,Makkah,1,1,White,individual,0
Huendae,suv,4,2002,"93,139 SAR",2006,"51,929 SAR",88700,11.2,4WD,standard,Madinah,9,1,Black,individual,0
Huendae,suv,4,2001,"76,094 SAR",2006,"37,392 SAR",88588,11.99,2WD,standard,Dammam,7,2,Silver,individual,0
Masda,suv,4,2005,"115,313 SAR",2011,"54,349 SAR",249124,11.31,2WD,premium,Makkah,5,1,Red,individual,1
Masda,suv,4,2005,"82,367 SAR",2011,"45,404 SAR",65261,14.82,2WD,standard,Dhahran,1,2,Red,individual,1
Nesshan,suv,4,2004,"113,052 SAR",2008,"66,183 SAR",42072,10.68,2WD,premium,Riyadh,5,3,Gray,individual,1
Huendae,suv,4,2006,"100,817 SAR",2011,"47,064 SAR",193620,14.21,4WD,standard,Makkah,4,2,Brown,company,0
Honta,sedan,8,1998,"47,803 SAR",2003,"27,131 SAR",37164,15.34,2WD,standard,Riyadh,10,3,Black,company,1
Masda,suv,4,2004,"80,752 SAR",2006,"55,567 SAR",95362,8.94,2WD,standard,Dhahran,7,1,Gray,individual,1
Nesshan,sedan,8,2000,"49,734 SAR",2004,"29,115 SAR",46711,13.12,2WD,standard,Jeddah,11,1,White,company,1
Masda,suv,6,2008,"87,408 SAR",2012,"46,297 SAR",186310,8.52,2WD,standard,Dammam,13,1,Blue,individual,0
Toyoda,sedan,4,2003,"63,334 SAR",2009,"31,136 SAR",253285,10.45,2WD,standard,Dhahran,5,3,Gray,individual,0
Honta,suv,8,2004,"113,052 SAR",2007,"70,510 SAR",22645,4.6,2WD,premium,Dammam,5,1,White,individual,0
BeEmW,crossover,4,2003,"106,402 SAR",2004,"80,865 SAR",12852,5.6,4WD,standard,Madinah,3,3,Gray,company,0
Nesshan,suv,4,1994,"92,742 SAR",1996,"67,176 SAR",45610,14.35,2WD,premium,Riyadh,12,2,Gray,individual,1
Fourd,sedan,4,2005,"76,875 SAR",2010,"37,976 SAR",96646,8.63,2WD,standard,Madinah,2,2,Silver,company,0
Wolksvagon,sedan,4,2002,"62,093 SAR",2006,"36,021 SAR",186492,10.97,2WD,standard,Dammam,8,1,Black,individual,0
Shevy,sedan,4,1999,"81,916 SAR",2002,"51,361 SAR",25123,9.24,4WD,standard,Madinah,1,2,Black,individual,0
Wolksvagon,suv,4,1997,"101,231 SAR",1998,"88,475 SAR",8276,6.55,4WD,standard,Madinah,2,4,Silver,individual,0
Toyoda,crossover,4,1998,"68,837 SAR",2001,"54,859 SAR",19312,12.03,2WD,standard,Riyadh,2,1,White,individual,1
JournalMotors,crossover,4,2006,"131,734 SAR",2009,"74,337 SAR",28466,4.57,2WD,premium,Dammam,5,2,Black,individual,0
JournalMotors,sedan,4,2003,"88,668 SAR",2008,"39,421 SAR",47277,3.74,4WD,standard,Dhahran,6,3,Black,individual,0
Masda,suv,4,2003,"95,002 SAR",2006,"59,252 SAR",33669,8.5,4WD,standard,Dhahran,4,3,Silver,individual,0
Honta,sedan,4,2007,"79,981 SAR",2013,"41,570 SAR",103838,16.15,2WD,premium,Dhahran,8,2,Black,individual,0
Nesshan,crossover,4,2006,"80,653 SAR",2014,"22,865 SAR",87419,13.7,4WD,standard,Dammam,5,3,Blue,individual,0
JournalMotors,suv,4,2001,"149,145 SAR",2009,"38,255 SAR",62920,3.51,2WD,premium,Madinah,11,2,Red,individual,0
JournalMotors,sedan,6,2007,"79,981 SAR",2011,"38,329 SAR",125982,9.74,2WD,standard,Madinah,11,2,Blue,individual,0
Fourd,suv,8,2003,"110,836 SAR",2009,"47,382 SAR",44358,3.94,2WD,standard,Dammam,4,1,Gray,individual,0
Fourd,sedan,4,2005,"107,626 SAR",2006,"77,705 SAR",31072,7.99,2WD,premium,Riyadh,1,2,White,individual,0
Nesshan,suv,6,1999,"102,395 SAR",2006,"48,381 SAR",69009,12.45,2WD,premium,Dhahran,4,2,Black,individual,0
Fourd,suv,4,1998,"140,542 SAR",2005,"60,081 SAR",154595,5.24,2WD,premium,Dhahran,6,3,White,company,0
JournalMotors,suv,8,2004,"135,663 SAR",2011,"57,995 SAR",93741,3.65,4WD,standard,Jeddah,10,2,Blue,individual,0
Masda,sedan,8,1996,"64,326 SAR",2003,"30,394 SAR",87218,11.41,2WD,premium,Madinah,8,2,White,individual,0
Fourd,crossover,6,1997,"78,735 SAR",2003,"31,976 SAR",202147,6.81,2WD,standard,Jeddah,7,3,Gray,individual,0
Huendae,crossover,4,1998,"57,364 SAR",2001,"37,765 SAR",120388,14.92,2WD,standard,Makkah,1,2,Silver,individual,0
Nesshan,sedan,4,2003,"88,668 SAR",2010,"51,205 SAR",39021,21.34,4WD,premium,Riyadh,1,2,Red,individual,0
JournalMotors,sedan,8,2004,"126,619 SAR",2010,"53,994 SAR",233310,8.41,4WD,premium,Makkah,5,2,Brown,company,1
Mercetes,crossover,4,2006,"131,734 SAR",2013,"59,444 SAR",75379,7.89,2WD,premium,Jeddah,3,4,Silver,individual,0
Huendae,suv,4,2008,"104,890 SAR",2013,"51,414 SAR",169189,10.78,4WD,standard,Jeddah,9,2,Gray,individual,1
Shevy,sedan,6,2006,"94,096 SAR",2010,"55,377 SAR",66933,7.66,4WD,standard,Dhahran,1,1,Black,individual,1
Masda,suv,4,2001,"76,094 SAR",2004,"47,459 SAR",24005,10.9,2WD,standard,Riyadh,8,2,Black,individual,0
Huendae,sedan,4,2005,"54,911 SAR",2013,"15,411 SAR",412910,26.22,2WD,standard,Riyadh,5,2,Silver,individual,0
Shevy,sedan,6,2006,"78,413 SAR",2011,"34,862 SAR",105150,5.2,2WD,standard,Riyadh,12,2,Black,individual,0
Fourd,sedan,8,2003,"88,668 SAR",2008,"39,323 SAR",225516,7.66,4WD,standard,Makkah,6,2,Red,company,1
JournalMotors,suv,8,2006,"117,620 SAR",2013,"50,282 SAR",166543,3.69,2WD,standard,Riyadh,8,1,Black,individual,0
JournalMotors,crossover,6,2005,"92,251 SAR",2009,"46,419 SAR",37170,7.41,2WD,standard,Dhahran,5,4,Gray,company,1
JournalMotors,suv,4,2002,"108,662 SAR",2007,"45,895 SAR",207044,3.76,2WD,standard,Dhahran,11,2,Gray,company,0
Nesshan,crossover,4,1999,"58,511 SAR",2003,"36,247 SAR",43688,11.3,2WD,standard,Madinah,0,2,White,individual,0
Huendae,suv,8,2006,"100,817 SAR",2013,"47,636 SAR",170681,8.48,4WD,standard,Jeddah,11,2,Gray,individual,0
Huendae,sedan,6,2000,"69,628 SAR",2006,"36,189 SAR",69948,18.89,2WD,premium,Dammam,8,2,Black,individual,0
JournalMotors,suv,4,2005,"115,313 SAR",2009,"55,261 SAR",159271,6.29,2WD,standard,Jeddah,10,2,Blue,individual,0
Shevy,suv,4,2003,"110,836 SAR",2009,"47,382 SAR",53325,3.17,2WD,standard,Dammam,4,3,Silver,individual,0
JournalMotors,sedan,8,2005,"76,875 SAR",2007,"50,380 SAR",17799,4.93,2WD,standard,Makkah,8,2,Silver,individual,1
Huendae,suv,4,2002,"108,662 SAR",2003,"90,363 SAR",6041,15.42,2WD,premium,Dhahran,7,2,Gray,individual,0
Toyoda,sedan,4,2002,"62,093 SAR",2010,"24,742 SAR",146976,17.59,2WD,standard,Dammam,1,3,Gray,individual,1
Toyoda,sedan,8,2003,"88,668 SAR",2011,"27,531 SAR",146181,10.37,2WD,premium,Jeddah,10,1,White,company,0
Shevy,crossover,4,1999,"81,916 SAR",2004,"36,419 SAR",51261,8.78,2WD,standard,Dhahran,11,2,Red,individual,0
Honta,crossover,6,2001,"60,875 SAR",2004,"36,069 SAR",138065,14.9,2WD,standard,Dammam,5,2,Blue,individual,0
Wolksvagon,suv,6,2006,"100,817 SAR",2013,"52,042 SAR",146490,5.4,2WD,standard,Riyadh,6,4,Black,individual,1
Huendae,suv,4,1991,"74,908 SAR",1996,"34,969 SAR",196199,8.06,4WD,standard,Dhahran,8,2,Black,individual,0
Huendae,crossover,4,2006,"67,211 SAR",2008,"51,002 SAR",37032,19.43,2WD,standard,Jeddah,6,2,White,individual,0
Huendae,suv,6,1992,"63,672 SAR",1999,"30,085 SAR",157787,5.91,2WD,standard,Dhahran,12,2,Silver,individual,0
Shevy,suv,6,2002,"108,662 SAR",2006,"54,677 SAR",183921,3.76,2WD,standard,Dhahran,7,1,Black,individual,1
Shevy,sedan,4,1996,"64,326 SAR",1999,"34,484 SAR",61547,8.38,2WD,standard,Riyadh,11,4,Gray,individual,0
Nesshan,sedan,6,1998,"66,925 SAR",2004,"33,203 SAR",109262,12.3,2WD,premium,Dhahran,4,3,Black,company,1
JournalMotors,sedan,4,2006,"78,413 SAR",2012,"37,246 SAR",130873,6.27,2WD,standard,Madinah,1,2,Black,individual,0
Fourd,sedan,4,2003,"73,890 SAR",2007,"37,273 SAR",73511,8.56,2WD,standard,Dhahran,5,1,Silver,individual,0
Shevy,suv,8,2004,"113,052 SAR",2010,"56,384 SAR",71503,3.72,2WD,standard,Dhahran,2,1,Silver,individual,1
Huendae,sedan,8,2003,"52,779 SAR",2007,"29,426 SAR",37640,10.84,2WD,standard,Jeddah,9,3,Silver,individual,0
Honta,crossover,4,2007,"68,555 SAR",2014,"39,590 SAR",76897,16.48,2WD,standard,Riyadh,1,2,Silver,company,0
Shevy,suv,4,2004,"113,052 SAR",2007,"66,985 SAR",59610,5.5,2WD,standard,Madinah,4,1,Black,individual,1
Masda,crossover,6,2003,"76,001 SAR",2010,"37,705 SAR",137101,8.17,4WD,standard,Dhahran,6,3,Brown,company,1
Nesshan,sedan,4,2003,"63,334 SAR",2009,"34,563 SAR",125750,21.74,4WD,standard,Makkah,6,3,White,individual,1
Shevy,suv,6,2007,"167,961 SAR",2013,"75,393 SAR",114415,3.5,2WD,premium,Madinah,5,3,Red,individual,1
Toyoda,sedan,4,2008,"83,912 SAR",2009,"72,605 SAR",13913,15.34,4WD,standard,Dammam,4,4,Silver,individual,0
Nesshan,sedan,4,2007,"57,129 SAR",2014,"29,618 SAR",302323,25.06,2WD,standard,Riyadh,7,3,Silver,individual,1
Mercetes,crossover,4,1996,"77,191 SAR",2003,"32,999 SAR",37049,9.15,2WD,standard,Makkah,6,1,White,individual,0
JournalMotors,crossover,4,2002,"104,316 SAR",2007,"48,697 SAR",96927,4.66,4WD,standard,Riyadh,4,3,Black,individual,1
BeEmW,suv,4,1997,"98,419 SAR",2004,"39,970 SAR",89868,4.6,2WD,standard,Madinah,4,4,Silver,company,0
Masda,crossover,4,1999,"58,511 SAR",2005,"26,264 SAR",291508,10.72,2WD,standard,Dammam,9,3,Blue,company,0
Fourd,suv,6,2008,"122,372 SAR",2014,"52,314 SAR",133275,3.41,2WD,standard,Dhahran,5,2,Black,individual,0
Shevy,crossover,4,1996,"108,068 SAR",1998,"71,197 SAR",23588,10.85,2WD,premium,Dammam,2,4,Black,individual,0
Honta,sedan,4,2002,"51,744 SAR",2007,"27,969 SAR",59765,18.98,2WD,standard,Dhahran,9,1,Brown,individual,0
Fourd,crossover,4,1997,"78,735 SAR",2005,"20,195 SAR",163445,5.69,2WD,standard,Madinah,6,3,Red,individual,0
Wolksvagon,sedan,8,1993,"72,739 SAR",1997,"44,418 SAR",76229,9.98,2WD,premium,Riyadh,7,2,Blue,individual,0
Wolksvagon,suv,4,2001,"153,406 SAR",2003,"121,701 SAR",23734,7.85,4WD,premium,Dammam,9,3,Gray,individual,1
Shevy,crossover,4,2004,"151,943 SAR",2007,"90,028 SAR",22777,11.48,4WD,premium,Makkah,4,2,Gray,individual,1
Shevy,crossover,6,2004,"151,943 SAR",2012,"38,973 SAR",165426,6.39,4WD,premium,Makkah,6,2,Black,individual,0
Toyoda,crossover,4,1997,"67,487 SAR",2002,"38,339 SAR",191100,14.34,2WD,standard,Madinah,3,2,Blue,company,0
Honta,crossover,4,1993,"72,739 SAR",1994,"60,338 SAR",46225,16.9,2WD,premium,Dammam,7,3,Black,individual,1
JournalMotors,sedan,4,1999,"68,263 SAR",2002,"40,446 SAR",71125,4.66,2WD,standard,Riyadh,10,1,Gray,individual,1
Fourd,suv,4,2002,"108,662 SAR",2007,"48,311 SAR",62492,5.39,2WD,standard,Dammam,5,2,White,company,0
Huendae,suv,4,2001,"91,313 SAR",2009,"24,592 SAR",294312,13.37,4WD,standard,Dhahran,4,1,Blue,company,0
Toyoda,crossover,4,2001,"73,050 SAR",2008,"35,913 SAR",276306,12.32,2WD,standard,Makkah,11,3,Gray,individual,0
Wolksvagon,suv,4,2003,"159,604 SAR",2010,"86,724 SAR",163446,8.18,4WD,premium,Riyadh,5,2,Black,individual,1
BeEmW,sedan,4,2004,"105,516 SAR",2009,"44,566 SAR",175937,11.97,2WD,premium,Makkah,9,3,Red,individual,0
Shevy,suv,4,2000,"125,332 SAR",2001,"85,727 SAR",7699,5.3,4WD,standard,Madinah,11,2,Black,individual,0
Toyoda,sedan,4,2000,"59,681 SAR",2006,"37,748 SAR",119737,17.73,2WD,standard,Makkah,3,3,Black,individual,0
Toyoda,suv,4,2000,"150,398 SAR",2003,"92,463 SAR",152794,13.34,4WD,premium,Jeddah,7,2,Silver,individual,0
Nesshan,suv,4,1998,"71,705 SAR",2002,"39,979 SAR",73990,14.73,2WD,standard,Riyadh,7,2,Black,individual,0
Honta,crossover,4,2002,"62,093 SAR",2007,"30,512 SAR",40245,12.07,2WD,standard,Dammam,9,3,Red,company,0
BeEmW,suv,4,2004,"135,663 SAR",2009,"60,315 SAR",86767,4.55,4WD,standard,Dammam,4,1,White,individual,0
Fourd,sedan,4,2004,"126,619 SAR",2009,"50,665 SAR",271790,3.65,4WD,premium,Madinah,5,1,Black,individual,0
JournalMotors,suv,4,1998,"120,465 SAR",2000,"83,542 SAR",33822,4.66,4WD,standard,Dammam,2,3,White,individual,0
Honta,suv,4,1999,"87,767 SAR",2002,"60,214 SAR",39591,16.91,4WD,standard,Riyadh,5,3,Silver,individual,0
Masda,suv,4,2003,"110,836 SAR",2009,"58,043 SAR",201298,11.53,2WD,premium,Jeddah,1,2,Brown,individual,1
JournalMotors,suv,4,2000,"104,443 SAR",2006,"47,129 SAR",50981,4.64,2WD,standard,Jeddah,3,4,White,individual,0
BeEmW,suv,4,1999,"102,395 SAR",2005,"41,585 SAR",203791,2.57,2WD,standard,Dammam,4,2,Red,company,0
Masda,sedan,4,2002,"62,093 SAR",2008,"35,858 SAR",59824,18.16,4WD,standard,Dhahran,3,2,Gray,individual,0
Fourd,suv,4,2004,"158,274 SAR",2006,"98,539 SAR",92603,4.66,2WD,premium,Dhahran,6,2,Red,company,1
Nesshan,sedan,4,2007,"79,981 SAR",2010,"52,128 SAR",37041,24.36,2WD,premium,Makkah,12,4,Black,individual,0
Toyoda,sedan,4,2005,"79,072 SAR",2008,"51,313 SAR",111010,10.72,4WD,standard,Makkah,5,2,Gray,individual,0
Honta,sedan,4,1999,"68,263 SAR",2005,"32,254 SAR",108434,14.91,2WD,premium,Makkah,12,1,White,company,0
Honta,sedan,6,1996,"55,136 SAR",2003,"24,749 SAR",238631,10.36,4WD,standard,Dhahran,7,3,Brown,individual,0
Huendae,sedan,4,2005,"54,911 SAR",2009,"33,677 SAR",36328,16.4,2WD,standard,Riyadh,12,3,Blue,individual,0
BeEmW,sedan,6,2005,"92,251 SAR",2006,"59,944 SAR",23193,5.45,4WD,standard,Dammam,12,4,Silver,individual,0
