Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Mercetes,crossover,4,1996,"77,191 SAR",1998,"45,769 SAR",99567,3.52,2WD,standard,Riyadh,8,3,Blue,individual,0
Toyoda,suv,6,2007,"102,833 SAR",2014,"53,216 SAR",68335,5.94,2WD,standard,Madinah,8,2,Brown,company,0
JournalMotors,sedan,6,2008,"97,897 SAR",2009,"60,265 SAR",51543,5.67,4WD,standard,Madinah,4,1,Black,individual,0
Shevy,suv,4,1992,"106,969 SAR",1993,"69,334 SAR",38957,5.35,4WD,standard,Dammam,6,4,White,individual,1
Fourd,suv,4,1998,"140,542 SAR",2001,"79,109 SAR",111443,5.81,2WD,premium,Dammam,8,3,Silver,company,1
Fourd,sedan,8,2005,"76,875 SAR",2007,"50,647 SAR",66782,2.95,2WD,standard,Madinah,3,2,Blue,individual,0
Fourd,crossover,4,2004,"126,619 SAR",2006,"71,323 SAR",73998,5.5,2WD,premium,Riyadh,6,4,Gray,individual,0
JournalMotors,suv,6,2000,"125,332 SAR",2007,"56,556 SAR",270055,2.34,4WD,standard,Dhahran,1,2,Gray,individual,0
JournalMotors,crossover,6,2000,"83,554 SAR",2004,"49,173 SAR",77795,4.43,2WD,standard,Madinah,3,2,Black,individual,1
Huendae,sedan,4,1998,"47,803 SAR",2002,"32,575 SAR",54820,16.18,2WD,standard,Jeddah,2,3,Gray,individual,0
JournalMotors,suv,4,2003,"186,204 SAR",2005,"116,219 SAR",41273,4.45,4WD,premium,Dhahran,7,2,Silver,company,0
Fourd,sedan,8,2004,"75,368 SAR",2012,"18,365 SAR",394167,3.42,2WD,standard,Dammam,6,2,Red,company,0
Fourd,sedan,8,1996,"64,326 SAR",2000,"32,449 SAR",42529,4.65,2WD,standard,Dammam,11,1,Black,individual,0
Wolksvagon,suv,8,2008,"104,890 SAR",2012,"60,848 SAR",177754,5.15,2WD,standard,Jeddah,4,2,Black,individual,0
Masda,crossover,4,2002,"74,511 SAR",2007,"36,614 SAR",91054,11.55,4WD,standard,Dammam,11,2,Black,individual,0
Masda,crossover,4,1997,"56,239 SAR",2001,"31,356 SAR",77504,12.1,2WD,standard,Dammam,4,1,Black,individual,0
JournalMotors,sedan,6,2009,"99,855 SAR",2013,"58,767 SAR",72884,8.71,4WD,standard,Dammam,3,2,Blue,individual,1
Huendae,sedan,4,1994,"61,828 SAR",1999,"33,336 SAR",196100,20.76,2WD,premium,Madinah,9,1,Blue,individual,1
Nesshan,sedan,6,2003,"63,334 SAR",2007,"40,785 SAR",75327,15.04,4WD,standard,Jeddah,5,2,Black,company,1
Nesshan,crossover,4,2002,"74,511 SAR",2005,"53,675 SAR",28988,20.26,4WD,standard,Makkah,8,2,Gray,individual,1
Honta,crossover,4,2006,"80,653 SAR",2009,"50,303 SAR",58237,11.96,4WD,standard,Dammam,6,2,White,individual,0
Fourd,suv,4,2002,"108,662 SAR",2008,"49,033 SAR",211467,7.08,2WD,standard,Riyadh,2,2,Silver,individual,0
Toyoda,sedan,6,2001,"73,050 SAR",2004,"49,900 SAR",33166,11.85,4WD,standard,Dammam,4,3,White,individual,0
Shevy,suv,4,2002,"108,662 SAR",2009,"46,453 SAR",156733,5.98,2WD,standard,Riyadh,4,1,Blue,individual,0
Toyoda,crossover,4,1998,"96,372 SAR",2001,"73,146 SAR",55515,14.14,2WD,premium,Makkah,1,2,Blue,individual,0
Fourd,sedan,4,2006,"78,413 SAR",2008,"48,941 SAR",32416,11.86,2WD,standard,Dhahran,12,3,White,individual,0
Masda,sedan,8,1991,"49,939 SAR",1995,"27,843 SAR",65004,7.42,4WD,standard,Madinah,8,3,White,company,0
Shevy,sedan,4,2005,"76,875 SAR",2010,"34,178 SAR",89305,10.04,2WD,standard,Jeddah,9,2,Red,individual,0
Huendae,sedan,4,2008,"58,272 SAR",2013,"31,498 SAR",86593,20.84,2WD,standard,Dhahran,5,2,Gray,individual,0
Masda,sedan,4,2005,"54,911 SAR",2009,"30,615 SAR",78836,10.37,2WD,standard,Dhahran,9,2,Blue,individual,0
Toyoda,suv,4,1999,"122,874 SAR",2005,"60,407 SAR",193397,10.15,2WD,premium,Makkah,8,3,Silver,individual,0
Toyoda,sedan,8,2002,"74,511 SAR",2010,"23,135 SAR",103525,13.45,4WD,standard,Jeddah,8,3,White,individual,0
Huendae,sedan,4,1994,"44,163 SAR",1997,"30,298 SAR",56773,17.67,2WD,standard,Dhahran,5,1,White,individual,0
Honta,crossover,8,2007,"68,555 SAR",2008,"57,586 SAR",12521,11.86,2WD,standard,Riyadh,3,2,Black,individual,0
Honta,crossover,4,2003,"88,668 SAR",2006,"60,832 SAR",68289,20.62,2WD,premium,Madinah,6,2,Gray,company,0
Fourd,suv,6,2000,"175,464 SAR",2004,"88,512 SAR",70599,3.61,4WD,premium,Dhahran,5,3,Black,individual,0
Wolksvagon,suv,4,2006,"100,817 SAR",2012,"57,969 SAR",66556,13.46,2WD,standard,Jeddah,2,3,Brown,individual,0
JournalMotors,suv,4,1992,"124,798 SAR",1996,"62,954 SAR",56573,5.3,2WD,premium,Makkah,5,2,Black,company,0
Toyoda,sedan,4,2000,"59,681 SAR",2005,"37,295 SAR",90577,17.21,2WD,standard,Makkah,2,4,Gray,individual,0
JournalMotors,sedan,4,2001,"99,430 SAR",2005,"52,943 SAR",151400,8.57,2WD,premium,Dhahran,3,2,Silver,individual,0
Shevy,suv,4,2002,"108,662 SAR",2006,"54,814 SAR",76633,2.68,2WD,standard,Dammam,5,2,Blue,individual,0
Nesshan,crossover,6,2006,"80,653 SAR",2013,"41,919 SAR",136998,16.44,4WD,standard,Jeddah,7,2,Silver,individual,0
JournalMotors,suv,4,2003,"110,836 SAR",2009,"47,382 SAR",144988,5.55,2WD,standard,Makkah,4,2,Silver,individual,0
Masda,crossover,4,2006,"67,211 SAR",2010,"37,473 SAR",73032,9.57,2WD,standard,Jeddah,6,2,Silver,individual,0
JournalMotors,sedan,4,2006,"78,413 SAR",2009,"49,164 SAR",67535,6.6,2WD,standard,Dammam,3,2,Gray,individual,0
JournalMotors,suv,8,2005,"161,439 SAR",2010,"79,750 SAR",46443,3.96,2WD,premium,Makkah,3,1,White,individual,0
Toyoda,crossover,6,2000,"85,942 SAR",2006,"42,251 SAR",269209,10.59,4WD,standard,Riyadh,5,1,Red,individual,0
Fourd,suv,8,2005,"115,313 SAR",2012,"46,831 SAR",134725,2.96,2WD,standard,Jeddah,13,4,Gray,individual,0
Fourd,crossover,4,2002,"86,930 SAR",2007,"38,649 SAR",93699,5.51,2WD,standard,Jeddah,6,1,Black,individual,0
Fourd,sedan,4,2006,"78,413 SAR",2013,"33,521 SAR",131276,12.75,2WD,standard,Riyadh,4,1,White,individual,0
JournalMotors,sedan,4,2003,"88,668 SAR",2007,"52,183 SAR",83734,6.8,4WD,standard,Dhahran,2,3,Black,company,1
Huendae,crossover,4,2009,"99,855 SAR",2016,"54,494 SAR",128278,16.78,2WD,premium,Riyadh,13,2,Silver,individual,1
Toyoda,suv,6,2001,"91,313 SAR",2005,"52,972 SAR",160008,6.95,2WD,standard,Jeddah,4,2,Gray,company,0
Toyoda,suv,4,2007,"102,833 SAR",2011,"59,655 SAR",157108,9.43,2WD,standard,Dammam,11,1,Gray,individual,0
Fourd,suv,4,2001,"106,532 SAR",2007,"45,542 SAR",78137,5.64,2WD,standard,Dhahran,5,2,Gray,individual,0
Shevy,suv,4,1995,"113,517 SAR",1997,"82,660 SAR",20019,4.21,4WD,standard,Madinah,3,2,Blue,individual,1
Nesshan,crossover,4,1997,"56,239 SAR",2003,"32,396 SAR",276037,20.49,2WD,standard,Madinah,3,1,Black,company,1
Masda,sedan,6,1998,"47,803 SAR",2002,"29,613 SAR",89380,13.81,2WD,standard,Dhahran,2,1,White,individual,0
Fourd,sedan,4,2003,"103,447 SAR",2004,"67,219 SAR",43999,6.19,2WD,premium,Madinah,8,3,Blue,individual,0
JournalMotors,suv,6,2002,"182,553 SAR",2009,"78,041 SAR",163517,6.57,4WD,premium,Madinah,12,3,Blue,individual,0
JournalMotors,suv,4,1995,"132,436 SAR",1995,"86,056 SAR",569,5.34,2WD,premium,Dammam,2,4,Black,individual,0
Fourd,suv,4,1996,"135,085 SAR",2000,"64,736 SAR",174293,5.1,2WD,premium,Dhahran,6,2,Red,individual,0
Fourd,suv,6,2002,"108,662 SAR",2006,"52,073 SAR",162301,3.71,2WD,standard,Dammam,6,2,White,individual,0
Wolksvagon,suv,4,2005,"138,376 SAR",2011,"83,544 SAR",131333,12.03,2WD,premium,Jeddah,3,2,Black,individual,1
Fourd,suv,8,2003,"133,003 SAR",2004,"90,746 SAR",37663,3.22,4WD,standard,Dhahran,8,2,Gray,individual,1
Nesshan,suv,6,2006,"100,817 SAR",2008,"69,548 SAR",32202,14.41,4WD,standard,Riyadh,10,2,White,individual,0
Toyoda,suv,4,1999,"105,321 SAR",2000,"87,205 SAR",8507,8.23,4WD,standard,Riyadh,4,1,Gray,individual,0
Huendae,sedan,4,2001,"50,729 SAR",2003,"33,245 SAR",80136,13.87,2WD,standard,Makkah,12,1,Silver,individual,0
Toyoda,suv,4,2004,"96,902 SAR",2012,"30,088 SAR",77306,13.79,2WD,standard,Jeddah,4,3,White,individual,0
Honta,crossover,4,2006,"67,211 SAR",2007,"56,047 SAR",43336,17.48,2WD,standard,Jeddah,1,4,Silver,individual,0
Honta,suv,4,2003,"79,168 SAR",2007,"49,044 SAR",21961,11.6,2WD,standard,Riyadh,3,1,Gray,individual,0
BeEmW,crossover,8,2003,"106,402 SAR",2009,"45,486 SAR",142145,3.02,4WD,standard,Makkah,9,1,Blue,individual,0
Toyoda,sedan,4,2004,"64,601 SAR",2006,"46,368 SAR",44301,14.81,2WD,standard,Jeddah,10,4,Black,company,0
JournalMotors,sedan,4,2004,"75,368 SAR",2012,"19,331 SAR",79733,8.71,2WD,standard,Dammam,8,1,Brown,individual,0
JournalMotors,crossover,4,1993,"72,739 SAR",1994,"49,753 SAR",20284,5.58,2WD,standard,Makkah,11,2,Gray,individual,0
Shevy,sedan,6,2004,"126,619 SAR",2005,"86,390 SAR",40407,5.95,4WD,premium,Madinah,5,2,White,individual,1
Shevy,crossover,4,2005,"92,251 SAR",2010,"45,458 SAR",109967,4.98,2WD,standard,Riyadh,0,4,Black,individual,1
Nesshan,sedan,6,2003,"63,334 SAR",2011,"19,950 SAR",87826,11.65,4WD,standard,Dammam,0,2,Red,individual,0
Fourd,sedan,6,2000,"69,628 SAR",2002,"43,458 SAR",28345,6.15,2WD,standard,Jeddah,5,2,Black,individual,0
Nesshan,suv,4,1992,"63,672 SAR",1995,"39,712 SAR",52165,8.97,2WD,standard,Madinah,9,3,Silver,individual,0
Honta,suv,8,2005,"82,367 SAR",2010,"47,221 SAR",53348,9.86,2WD,standard,Makkah,3,3,Blue,individual,1
Masda,sedan,8,1997,"46,866 SAR",2002,"23,029 SAR",99516,11.09,2WD,standard,Riyadh,6,2,Black,individual,0
Nesshan,sedan,4,1996,"45,947 SAR",1999,"31,444 SAR",63997,20.75,2WD,standard,Dhahran,11,4,Red,company,1
Huendae,sedan,4,2000,"49,734 SAR",2006,"27,141 SAR",124689,21.75,2WD,standard,Makkah,6,2,Gray,company,1
JournalMotors,sedan,8,2007,"111,974 SAR",2014,"47,868 SAR",111568,5.46,2WD,premium,Dhahran,4,3,Black,individual,0
JournalMotors,sedan,6,2008,"81,581 SAR",2012,"41,050 SAR",85135,8.25,2WD,standard,Madinah,4,4,Gray,individual,1
JournalMotors,sedan,6,1993,"60,616 SAR",1998,"25,467 SAR",251311,8.2,2WD,standard,Riyadh,5,3,White,company,1
Honta,suv,4,2004,"96,902 SAR",2010,"48,075 SAR",40436,13.77,4WD,standard,Riyadh,4,2,Black,company,1
BeEmW,sedan,6,1998,"66,925 SAR",2006,"16,307 SAR",322380,7.05,2WD,standard,Makkah,8,1,Black,individual,0
Fourd,suv,4,2001,"106,532 SAR",2008,"50,602 SAR",117868,5.68,2WD,standard,Dhahran,3,1,White,individual,0
Fourd,crossover,6,2000,"116,976 SAR",2004,"65,565 SAR",77137,4.71,2WD,premium,Madinah,3,1,Gray,individual,0
Honta,sedan,4,2000,"49,734 SAR",2005,"26,883 SAR",38117,20.0,2WD,standard,Jeddah,8,1,Red,company,0
Fourd,suv,4,2003,"110,836 SAR",2011,"28,429 SAR",112295,5.67,2WD,standard,Riyadh,4,1,Silver,individual,0
Shevy,sedan,6,1999,"68,263 SAR",2000,"46,691 SAR",9997,7.7,2WD,standard,Dammam,12,1,White,company,0
Fourd,suv,4,2002,"130,395 SAR",2008,"58,840 SAR",133216,5.39,4WD,standard,Riyadh,2,4,White,company,0
Fourd,sedan,4,2004,"75,368 SAR",2009,"33,508 SAR",45309,4.87,2WD,standard,Jeddah,6,1,Black,company,0
Toyoda,suv,4,2008,"104,890 SAR",2009,"91,673 SAR",40458,6.45,2WD,standard,Makkah,2,2,White,individual,0
Huendae,suv,4,1994,"111,291 SAR",1998,"72,392 SAR",72247,12.49,4WD,premium,Dammam,0,1,White,company,1
Nesshan,suv,4,2001,"127,838 SAR",2006,"69,101 SAR",81340,16.79,4WD,premium,Riyadh,4,3,Black,individual,0
Mercetes,suv,8,2008,"205,585 SAR",2012,"103,707 SAR",70255,2.87,4WD,premium,Madinah,8,2,White,individual,0
Honta,suv,8,2007,"143,967 SAR",2011,"84,728 SAR",146111,9.78,4WD,premium,Makkah,3,2,Gray,individual,0
Toyoda,suv,4,2005,"98,840 SAR",2009,"63,709 SAR",144623,8.32,2WD,standard,Makkah,3,2,Gray,individual,0
Masda,crossover,4,1997,"56,239 SAR",2003,"29,525 SAR",62956,8.89,2WD,standard,Dammam,3,1,Gray,individual,0
Honta,suv,6,1996,"68,921 SAR",1999,"45,135 SAR",58954,13.32,2WD,standard,Makkah,9,3,Gray,individual,1
JournalMotors,suv,4,2001,"178,974 SAR",2006,"71,813 SAR",200023,6.68,4WD,premium,Dammam,6,4,White,individual,0
Fourd,suv,6,2007,"167,961 SAR",2011,"88,964 SAR",29594,3.81,2WD,premium,Dammam,6,2,Gray,company,1
Masda,sedan,6,2006,"56,009 SAR",2009,"34,932 SAR",58121,9.34,2WD,standard,Riyadh,6,2,Gray,individual,0
Honta,suv,6,2004,"113,052 SAR",2008,"59,880 SAR",131893,10.34,2WD,premium,Dammam,9,1,Gray,company,0
Toyoda,suv,4,2001,"91,313 SAR",2007,"44,891 SAR",182085,12.13,2WD,standard,Riyadh,9,2,Silver,individual,0
Shevy,sedan,8,1999,"68,263 SAR",2002,"40,660 SAR",127442,5.79,2WD,standard,Dhahran,3,3,Silver,company,0
Toyoda,suv,4,1993,"109,109 SAR",2000,"62,737 SAR",75321,11.88,2WD,premium,Makkah,3,2,Brown,company,0
JournalMotors,sedan,4,2003,"73,890 SAR",2008,"36,501 SAR",116808,7.38,2WD,standard,Dhahran,3,3,White,individual,0
Toyoda,sedan,4,1993,"51,956 SAR",1998,"27,962 SAR",110655,13.18,2WD,standard,Jeddah,8,3,Black,individual,0
Masda,sedan,4,2006,"56,009 SAR",2009,"38,426 SAR",151873,19.65,2WD,standard,Madinah,0,3,Silver,individual,0
Huendae,suv,6,1999,"102,395 SAR",2003,"59,944 SAR",72118,7.78,2WD,premium,Makkah,4,1,Blue,individual,1
JournalMotors,suv,6,2000,"104,443 SAR",2006,"49,610 SAR",45514,2.83,2WD,standard,Dhahran,3,2,Gray,individual,0
Nesshan,crossover,6,2003,"76,001 SAR",2010,"34,114 SAR",72892,13.81,4WD,standard,Dhahran,8,4,Black,company,0
Shevy,suv,4,1994,"111,291 SAR",1997,"69,779 SAR",53967,9.24,4WD,standard,Dhahran,3,3,Silver,individual,0
Fourd,suv,6,2001,"106,532 SAR",2007,"45,542 SAR",123080,4.41,2WD,standard,Madinah,12,1,Black,individual,0
Masda,sedan,4,1998,"47,803 SAR",2005,"22,530 SAR",325852,9.5,2WD,standard,Madinah,7,1,White,individual,1
JournalMotors,suv,4,1997,"165,344 SAR",2000,"103,670 SAR",28094,4.06,4WD,premium,Jeddah,1,2,Black,individual,0
Fourd,suv,4,2006,"164,668 SAR",2011,"85,413 SAR",83350,4.5,2WD,premium,Makkah,1,2,White,individual,1
JournalMotors,sedan,4,2003,"73,890 SAR",2005,"48,424 SAR",41538,9.09,2WD,standard,Dhahran,6,2,Silver,individual,1
Fourd,suv,4,1992,"89,141 SAR",1999,"44,459 SAR",55738,9.11,2WD,standard,Jeddah,2,2,Gray,company,1
Shevy,sedan,4,1998,"80,310 SAR",2001,"45,318 SAR",58411,7.39,4WD,standard,Riyadh,5,3,Black,individual,0
Toyoda,crossover,4,1997,"67,487 SAR",1999,"56,088 SAR",43235,18.12,2WD,standard,Madinah,7,2,Red,individual,0
Mercetes,sedan,4,2001,"85,225 SAR",2010,"21,860 SAR",83010,8.59,4WD,standard,Madinah,4,3,White,individual,0
JournalMotors,suv,8,2004,"135,663 SAR",2011,"64,439 SAR",153242,5.13,4WD,standard,Madinah,3,1,Gray,individual,0
Shevy,suv,4,2006,"117,620 SAR",2013,"55,869 SAR",77442,6.16,2WD,standard,Dhahran,1,2,White,individual,0
BeEmW,suv,4,2008,"171,320 SAR",2010,"101,582 SAR",41403,4.99,2WD,premium,Jeddah,5,4,Gray,individual,0
JournalMotors,suv,6,2009,"124,819 SAR",2013,"59,667 SAR",165574,4.02,2WD,standard,Makkah,4,4,Blue,individual,1
JournalMotors,sedan,6,1990,"79,968 SAR",1993,"50,139 SAR",18430,7.31,2WD,premium,Jeddah,1,1,White,individual,0
Huendae,suv,4,2009,"89,156 SAR",2016,"40,019 SAR",279590,14.32,2WD,standard,Makkah,10,2,Gray,individual,0
Huendae,sedan,4,2005,"54,911 SAR",2011,"28,539 SAR",70315,18.62,2WD,standard,Dammam,5,1,Black,individual,0
Toyoda,sedan,4,1997,"78,735 SAR",2000,"59,162 SAR",19647,23.7,2WD,premium,Dhahran,7,3,Black,individual,0
Toyoda,suv,4,2004,"96,902 SAR",2012,"31,759 SAR",292949,13.11,2WD,standard,Riyadh,2,3,Black,individual,0
Huendae,sedan,8,2000,"49,734 SAR",2001,"33,933 SAR",41576,10.92,2WD,standard,Dammam,7,4,White,individual,0
Masda,suv,6,2003,"79,168 SAR",2008,"38,805 SAR",228136,8.26,2WD,standard,Dammam,9,1,Black,individual,1
Shevy,suv,4,2003,"110,836 SAR",2009,"47,382 SAR",52851,6.29,2WD,standard,Riyadh,9,2,Gray,individual,0
Nesshan,suv,4,1996,"68,921 SAR",2004,"18,562 SAR",331951,10.67,2WD,standard,Jeddah,6,1,Black,individual,0
Huendae,suv,4,2006,"84,014 SAR",2010,"49,184 SAR",73523,12.2,2WD,standard,Jeddah,6,1,Red,individual,1
Toyoda,suv,4,1998,"120,465 SAR",2004,"65,457 SAR",125398,12.93,2WD,premium,Madinah,4,2,Silver,company,1
Toyoda,sedan,4,1995,"64,866 SAR",1997,"59,900 SAR",41008,18.46,4WD,standard,Dammam,3,2,White,individual,0
Nesshan,sedan,4,1998,"66,925 SAR",2006,"23,189 SAR",69719,18.32,2WD,premium,Makkah,2,2,White,company,0
Geep,crossover,6,2006,"112,915 SAR",2012,"48,271 SAR",128416,4.05,4WD,standard,Madinah,5,1,White,individual,0
Honta,crossover,6,1999,"98,299 SAR",2001,"64,420 SAR",42052,13.06,4WD,premium,Makkah,6,4,Gray,individual,0
Nesshan,crossover,4,2003,"88,668 SAR",2010,"43,780 SAR",233526,21.62,2WD,premium,Makkah,5,1,Blue,company,0
Toyoda,sedan,4,2000,"59,681 SAR",2004,"42,093 SAR",52097,19.41,2WD,standard,Madinah,5,2,Red,individual,1
Masda,suv,8,1998,"71,705 SAR",2003,"35,235 SAR",38923,5.49,2WD,standard,Dhahran,8,1,Silver,individual,0
Nesshan,sedan,4,2005,"54,911 SAR",2007,"41,668 SAR",33802,22.48,2WD,standard,Madinah,6,1,Gray,individual,0
Honta,suv,4,2002,"77,616 SAR",2009,"34,839 SAR",304714,13.48,2WD,standard,Madinah,9,3,Red,individual,0
Honta,crossover,4,2002,"62,093 SAR",2007,"37,199 SAR",106945,18.37,2WD,standard,Riyadh,3,4,Black,individual,1
Shevy,sedan,4,2005,"76,875 SAR",2009,"38,779 SAR",69251,3.75,2WD,standard,Dammam,6,2,Blue,individual,0
Huendae,suv,8,2002,"77,616 SAR",2007,"42,378 SAR",64151,10.02,2WD,standard,Jeddah,3,2,Gray,individual,0
Toyoda,crossover,6,2006,"112,915 SAR",2011,"60,770 SAR",116495,13.06,2WD,premium,Jeddah,4,2,Black,individual,0
Huendae,sedan,6,1999,"68,263 SAR",2000,"53,929 SAR",47278,15.27,2WD,premium,Madinah,4,2,Black,individual,0
Toyoda,sedan,8,2004,"64,601 SAR",2008,"43,722 SAR",162018,7.82,2WD,standard,Riyadh,3,2,White,individual,1
Honta,sedan,4,2005,"65,893 SAR",2013,"20,548 SAR",168175,20.45,4WD,standard,Dhahran,7,1,White,individual,0
Huendae,suv,4,1998,"86,046 SAR",1999,"68,664 SAR",33872,12.4,4WD,standard,Jeddah,3,3,White,individual,0
Fourd,sedan,4,1996,"64,326 SAR",1999,"38,114 SAR",65777,13.5,2WD,standard,Jeddah,13,1,Red,individual,1
Toyoda,sedan,6,2002,"104,316 SAR",2004,"82,756 SAR",42920,13.65,4WD,premium,Dammam,4,2,Red,individual,1
JournalMotors,suv,6,2003,"110,836 SAR",2011,"28,429 SAR",176665,3.62,2WD,standard,Madinah,4,1,Red,individual,0
Toyoda,suv,4,2008,"146,846 SAR",2008,"114,901 SAR",661,12.04,2WD,premium,Madinah,6,1,Gray,company,1
Toyoda,sedan,6,1994,"52,995 SAR",1998,"32,280 SAR",40497,12.08,2WD,standard,Makkah,4,4,Blue,individual,1
Nesshan,suv,4,1996,"82,705 SAR",2001,"40,539 SAR",184475,10.43,4WD,standard,Riyadh,5,2,Brown,individual,1
Toyoda,suv,4,2005,"138,376 SAR",2009,"88,724 SAR",78388,13.55,2WD,premium,Dhahran,7,2,Gray,individual,1
Huendae,suv,8,2004,"80,752 SAR",2011,"38,059 SAR",317706,10.12,2WD,standard,Riyadh,12,3,Gray,individual,1
Honta,suv,8,2003,"79,168 SAR",2006,"54,863 SAR",37707,7.43,2WD,standard,Dhahran,3,2,Brown,individual,0
Masda,suv,6,2006,"84,014 SAR",2012,"41,681 SAR",109713,6.73,2WD,standard,Dammam,5,2,Gray,individual,1
Masda,sedan,4,2002,"51,744 SAR",2006,"27,407 SAR",184953,12.72,2WD,standard,Dhahran,6,1,Silver,individual,0
Shevy,sedan,4,2003,"88,668 SAR",2004,"63,681 SAR",19024,3.84,4WD,standard,Dammam,11,2,Silver,individual,1
Honta,suv,4,2004,"113,052 SAR",2013,"32,050 SAR",195489,10.19,2WD,premium,Dhahran,6,2,Black,company,0
Nesshan,suv,6,2000,"74,602 SAR",2001,"53,579 SAR",34505,10.06,2WD,standard,Riyadh,7,1,White,individual,0
Toyoda,sedan,8,1995,"54,055 SAR",2001,"27,973 SAR",62705,10.83,2WD,standard,Makkah,4,2,Red,individual,0
JournalMotors,sedan,4,2006,"78,413 SAR",2009,"44,248 SAR",66296,12.72,2WD,standard,Madinah,9,1,Blue,individual,0
Shevy,sedan,4,1996,"90,056 SAR",2005,"26,949 SAR",82639,10.51,2WD,premium,Madinah,2,3,Black,individual,1
Fourd,suv,4,2006,"117,620 SAR",2014,"28,661 SAR",339347,5.09,2WD,standard,Madinah,10,3,Black,individual,0
Wolksvagon,sedan,6,2004,"64,601 SAR",2008,"39,448 SAR",51270,10.01,2WD,standard,Dhahran,12,3,White,individual,0
JournalMotors,sedan,4,1999,"68,263 SAR",2002,"36,503 SAR",111490,10.76,2WD,standard,Jeddah,13,4,Red,individual,1
Toyoda,crossover,4,2001,"87,660 SAR",2009,"33,266 SAR",98330,16.11,4WD,standard,Madinah,3,1,Black,individual,0
Honta,sedan,6,2005,"65,893 SAR",2006,"60,885 SAR",9934,19.1,4WD,standard,Makkah,2,1,Black,individual,0
Toyoda,suv,4,2005,"98,840 SAR",2011,"46,162 SAR",236869,9.94,2WD,standard,Makkah,8,4,Black,company,0
JournalMotors,crossover,4,1999,"81,916 SAR",2000,"59,143 SAR",44189,2.83,2WD,standard,Makkah,1,2,White,individual,0
Nesshan,suv,4,1999,"87,767 SAR",2005,"41,469 SAR",68222,9.75,4WD,standard,Makkah,8,2,White,individual,0
Shevy,suv,4,2000,"146,220 SAR",2002,"91,263 SAR",35780,2.13,2WD,premium,Jeddah,11,2,Red,individual,0
Toyoda,sedan,8,2002,"86,930 SAR",2005,"59,381 SAR",55575,10.93,2WD,premium,Jeddah,6,1,White,individual,0
Toyoda,crossover,4,1999,"84,256 SAR",2004,"49,881 SAR",90091,17.04,4WD,standard,Riyadh,6,3,Black,company,0
Fourd,crossover,4,2005,"154,982 SAR",2012,"69,567 SAR",139379,6.62,4WD,premium,Madinah,11,1,Blue,individual,1
Huendae,suv,4,2007,"119,972 SAR",2010,"91,454 SAR",35946,15.82,2WD,premium,Madinah,3,2,Gray,individual,0
Toyoda,sedan,4,2005,"65,893 SAR",2010,"32,005 SAR",192499,13.56,2WD,standard,Makkah,9,4,White,individual,0
Huendae,suv,4,2002,"77,616 SAR",2004,"53,543 SAR",39530,13.83,2WD,standard,Dhahran,10,3,Black,individual,0
Nesshan,crossover,4,2003,"76,001 SAR",2009,"37,526 SAR",289259,19.56,4WD,standard,Riyadh,14,3,Black,individual,0
Shevy,suv,4,1997,"98,419 SAR",2002,"43,757 SAR",30976,3.81,2WD,standard,Dammam,8,1,Black,individual,0
Huendae,sedan,8,2008,"58,272 SAR",2013,"31,736 SAR",214038,11.38,2WD,standard,Dhahran,1,2,Gray,individual,1
Toyoda,crossover,6,2001,"73,050 SAR",2005,"42,377 SAR",177381,8.44,2WD,standard,Dammam,7,2,Gray,individual,0
Toyoda,sedan,6,2004,"77,522 SAR",2005,"82,374 SAR",18916,15.7,4WD,standard,Makkah,3,2,Silver,individual,1
Shevy,suv,8,2005,"115,313 SAR",2009,"64,471 SAR",150123,2.69,2WD,standard,Madinah,3,1,Silver,individual,1
JournalMotors,suv,6,2004,"113,052 SAR",2006,"82,321 SAR",16657,3.57,2WD,standard,Dammam,1,3,Red,individual,1
Toyoda,sedan,6,1997,"67,487 SAR",1998,"55,879 SAR",19445,13.61,4WD,standard,Madinah,5,3,Blue,company,0
Toyoda,suv,4,1997,"84,359 SAR",2000,"57,625 SAR",71191,11.46,2WD,standard,Dhahran,5,3,Black,individual,0
Toyoda,crossover,4,1993,"62,348 SAR",2000,"33,632 SAR",282546,16.58,2WD,standard,Madinah,11,4,Gray,individual,1
Huendae,suv,6,1997,"84,359 SAR",2002,"43,757 SAR",227227,11.71,4WD,standard,Madinah,3,3,Gray,individual,0
Toyoda,suv,4,1994,"133,549 SAR",1998,"85,629 SAR",91458,13.26,4WD,premium,Dammam,12,3,White,individual,1
Shevy,crossover,4,1998,"80,310 SAR",2002,"40,411 SAR",89520,6.94,2WD,standard,Riyadh,5,4,Gray,individual,1
Honta,sedan,6,2006,"56,009 SAR",2011,"31,788 SAR",64891,18.02,2WD,standard,Riyadh,6,1,Gray,individual,1
BeEmW,suv,4,2004,"113,052 SAR",2006,"67,033 SAR",67726,4.06,2WD,standard,Makkah,8,2,Gray,individual,0
Honta,suv,4,2003,"79,168 SAR",2011,"23,566 SAR",185742,9.67,2WD,standard,Makkah,8,1,Silver,individual,1
Shevy,sedan,4,2007,"95,978 SAR",2011,"48,416 SAR",39808,12.08,4WD,standard,Madinah,4,3,Blue,individual,0
